ResursId,Produktnamn,Kategori,Version,Uppdaterad,"A1-A3 resursens klimatpåverkan, konservativt värde",A4 transporters klimatpåverkan GWP-GHG,"A5 byggspills klimatpåverkan GWP-GHG, konservativt värde",Enhet för klimatpåverkan,"A1-A3 byggproduktens klimatpåverkan GWP-GHG, typiskt värde","Energislagets klimatpåverkan GWP-GHG, typiskt värde",A1-A3 faktor för konservativa värden,A5 faktor för byggspill,Teknisk livslängd,Omräkningsfaktor,Enhet för omräkningsfaktor,Beräknat biogeniskt kol,Produktstandard,Komponentkod enligt BK04,Komponentnamn enligt BK04,Produktens användningsområde,Användning av klimatdata,Bakgrund till värdet A1-A3 resursens klimatpåverkan,Teknisk beskrivning,Bakgrund till värdet A4 transport,Konsumtion på svenska marknaden,Kommentar till teknisk livslängd,Beskrivning av byggproduktens insamlade information över tid,Föreslagna generiska värden,Transporttyp Närdistribution,Bränsle Närdistribution,Avstånd(km) Närdistribution, MJ/Tonkm Närdistribution,Transporttyp Fabrik till byggarbetsplats,Bränsle Fabrik till byggarbetsplats,Avstånd(km) Fabrik till byggarbetsplats, MJ/Tonkm Fabrik till byggarbetsplats,Transporttyp Import till gräns/lager,Bränsle Import till gräns/lager,Avstånd(km) Import till gräns/lager, MJ/Tonkm Import till gräns/lager,Transporttyp Fabrik till återförsäljare/lager,Bränsle Fabrik till återförsäljare/lager,Avstånd(km) Fabrik till återförsäljare/lager, MJ/Tonkm Fabrik till återförsäljare/lager,Transporttyp Från gräns/lager till återförsäljare eller byggarbetsplats,Bränsle Från gräns/lager till återförsäljare eller byggarbetsplats,Avstånd(km) Från gräns/lager till återförsäljare eller byggarbetsplats, MJ/Tonkm Från gräns/lager till återförsäljare eller byggarbetsplats
6000000011,"Diesel, fossil",Energi och bränsle,02.06.000,2022-12-21,,,,kg CO₂e/MJ,,0.0951,,,,35.2,MJ/Liter,,EN 15804 A1,19201,Bränsle,"Diesel köps och förbränns i olika maskiner och fordon, dvs omfattar WtW (Well to Wheel).",Miljödata är representativa för fossil diesel som kan användas för utländska transporter eller transporter som gjorts i Sverige av utländska fordon.,"Fossil diesel har en påverkan på 95,1 g CO₂e /MJ enligt ett tilläggsdirektiv till bränslekvalitetsdirektivet 2015/652/EU.","Vid beräkningen av växthusgasutsläpp enligt reduktionsplikten utgår man ifrån de standardvärden för de fossila drivmedlen som fastställts i ett tilläggsdirektiv till bränslekvalitetsdirektivet 2015/652/EU och en inblandning av biodiesel. Dessa värden är:
• Bensin 93,3 g CO₂e/MJ
• Diesel 95,1 g CO₂e/MJ",Inte relevant,Uppgifterna är representativa för 100 % fossil diesel. Om annan diesel används ska andra uppgifter användas.,Inte relevant,Uppgifterna är representativa för år  2021,"Beräkningsmetoden följer förnybarhetsdirektivet (RED) 2018/2001/EU och i ett tilläggsdirektiv till bränslekvalitetsdirektivet EU 2015/652. Det finns dock en skillnad mellan dessa direktiv, jämfört med de övergripande produktberäkningsreglerna för byggprodukter (EN 15804). Den största skillnaden är att i EN15804 används en ekonomisk allokeringsmetod för processavfall, varför bränslen baserade på denna typ av råvaror skulle resultera i ett högre värde om EN 15804 följdes. Denna skillnad är inte relevant för de LCA-värde som anges här, men kan uppstå om dessa uppgifter ersätts med specifika LCA-data från en tillverkare som följer EG-direktiven.",,,0,0,,,0,0,,,0,0,,,0,0,,,0,0
6000000012,"Bensin, reduktionsplikt (2023)",Energi och bränsle,02.06.000,2024-12-20,,,,kg CO₂e/MJ,,0.083,,,,32.2,MJ/Liter,,EN 15804 A1,19201,Bränsle,"Diesel köps och förbränns i olika maskiner och fordon, dvs omfattar WtW (Well to Wheel).",Miljödata är representativa för den bensin som köps i Sverige. Bensinens klimatpåverkan styrs av reduktionsplikten och ökat inslag biobränsle som bestäms av riksdagen. Energimyndigheten har tagit fram en ny föreskrift STEMFS (2018:02) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen.,"Klimatpåverkan från Bensin MK1 var 83 g CO₂e/MJ, energiandelen förnybart var 11,5 procent år 2021 (Energimyndigheten Drivmedel 2023).","Vid beräkningen av växthusgasutsläpp enligt reduktionsplikten utgår man ifrån de standardvärden för de fossila drivmedlen som fastställts i ett tilläggsdirektiv till bränslekvalitetsdirektivet 2015/652/EU och en inblandning av förnybart. Dessa värden är:
• Bensin 93,3 g CO₂e/MJ
• Diesel 95,1 g CO₂e/MJ
• Etanol 9,9 g CO₂e/MJ som biokomponent för reduktionspliktiga drivmedel år 2021 (ER2022:08)",Inte relevant,Uppgifterna är representativa för bensin som köps Sverige. Om annan bensin används ska andra uppgifter användas.,Inte relevant,Uppgifterna är representativa för år 2023.,"Beräkningsmetoden följer förnybarhetsdirektivet (RED) 2018/2001/EU och i ett tilläggsdirektiv till bränslekvalitetsdirektivet EU 2015/652. Det finns dock en skillnad mellan dessa direktiv, jämfört med de övergripande produktberäkningsreglerna för byggprodukter (EN 15804). Den största skillnaden är att i EN15804 används en ekonomisk allokeringsmetod för processavfall, varför bränslen baserade på denna typ av råvaror skulle resultera i ett högre värde om EN 15804 följdes. Denna skillnad är inte relevant för de LCA-värde som anges här, men kan uppstå om dessa uppgifter ersätts med specifika LCA-data från en tillverkare som följer EG-direktiven.",,,0,0,,,0,0,,,0,0,,,0,0,,,0,0
6000000013,"Bensin, fossil",Energi och bränsle,02.06.000,2022-12-21,,,,kg CO₂e/MJ,,0.0933,,,,34.9,MJ/Liter,,EN 15804 A1,19201,Bränsle,"Bensin köps och förbränns i olika maskiner och fordon, dvs omfattar WtW (Well to Wheel)",Miljödata är representativa för fossil bensin som kan användas för utländska transporter eller transporter som gjorts i Sverige av utländska fordon.,"Fossil bensin har en klimatpåverkan på 93,3 g CO₂e/MJ enligt ett tilläggsdirektiv till bränslekvalitetsdirektivet 2015/652/EU.","Vid beräkningen av växthusgasutsläpp enligt reduktionsplikten utgår man ifrån de standardvärden för de fossila drivmedlen som fastställts i ett tilläggsdirektiv till bränslekvalitetsdirektivet 2015/652/EU och en inblandning av biodiesel. Dessa värden är:
• Bensin 93,3 g CO₂e/MJ
• Diesel 95,1 g CO₂e/MJ",Inte relevant,Uppgifterna är representativa för 100 % fossil bensin. Om annan bensin används ska andra uppgifter användas.,Inte relevant,Uppgifterna är representativa för den aktuella bensinen om den är 100% fossil.,"Beräkningsmetoden följer förnybarhetsdirektivet (RED) 2018/2001/EU och i ett tilläggsdirektiv till bränslekvalitetsdirektivet EU 2015/652. Det finns dock en skillnad mellan dessa direktiv, jämfört med de övergripande produktberäkningsreglerna för byggprodukter (EN 15804). Den största skillnaden är att i EN15804 används en ekonomisk allokeringsmetod för processavfall, varför bränslen baserade på denna typ av råvaror skulle resultera i ett högre värde om EN 15804 följdes. Denna skillnad är inte relevant för de LCA-värde som anges här, men kan uppstå om dessa uppgifter ersätts med specifika LCA-data från en tillverkare som följer EG-direktiven.",,,0,0,,,0,0,,,0,0,,,0,0,,,0,0
6000000014,"Fjärrvärme, svenskt medelvärde",Energi och bränsle,02.06.000,2022-12-21,,,,kg CO₂e/kWh,,0.056,,,,,kWh,,EN 15804,196,Fjärrvärme,Fjärrvärme köps från ett lokalt nät för flera ändamål,Data är ett representativt medelvärde för svensk fjärrvärme.,Värdet på klimatpåverkan är hämtat från Naturvårdsverkets beräkningar för ett svenskt medelvärde.,,Inte relevant,Inte relevant,Inte relevant,Data är representativt för året 2020.,"Olika inventeringsmetoder används och avfall hanteras på olika sätt, varför andra LCA-data kanske inte är jämförbara med den metod som används här.",,,0,0,,,0,0,,,0,0,,,0,0,,,0,0
6000000015,"Gipsskiva, vindskiva",Byggskivor,02.06.000,2024-12-12,0.333,0.0243,0.0428,kg CO₂e/kg,0.266,,1.25,1.12,>50 år,760.0,kg/m³,0.0,EN 14190:2014,01212,Gipsskivor vägg,Gipsskivor används vanligtvis som ytmaterial i en skyddad miljö från väderpåverkan.,Data är representativa för en gipsskivan som används som vindskiva.,"GWP-GHG (A1-A3) för gipsskivor varierar vanligtvis mellan olika tillverkare inom +/- 0,3 kg CO₂e/kg. De genomsnittliga datavärdena är baserade på EPD och marknadsandel för sålda produkter. Produkterna tillverkas i följande länder (i ordning efter marknadsandel); Sverige, Norge, Danmark och Finland.","Gipsskivor är baserade på en blandning på jungfruligt, avfallsgips och återvunnet gips. Densiteten mellan olika tillverkare varierar +/-2 %. Kartongbeläggning har ett typiskt värde på 360 g/m².","Påverkan baseras på en transport med lastbil (1 MJ/ton km), 250 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men betydande import sker från (i relativ ordning): Norge, Finland och Europa.",Livslängden för produkten är normalt lika med livslängden för den konstruktion den är en del av.,Uppgifterna är representativa för tillverkningsprocesser och produkter som för närvarande konsumeras på marknaden. Uppgifterna är giltiga tills nya publiceras,"Den specifika skivan är utformat för att användas som vindskiva och en vanlig tjocklek är 9,5 mm.","Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",250,1,,,0,0
6000000016,"Gipsskiva, brandskiva",Byggskivor,02.06.000,2024-12-12,0.32,0.0243,0.0413,kg CO₂e/kg,0.256,,1.25,1.12,>50 år,830.0,kg/m³,0.0,EN 14190:2014,01212,Gipsskivor vägg,Gipsskivor används vanligtvis som ytmaterial i en skyddad miljö från väderpåverkan eller inomhus. Gipsskivan inkluderar glasfiber och ytterligare tillsatser för förbättrade brandskyddsegenskaperna och ofta med en färgad kartong för enkel igenkänning,Data är representativa för en gipsskiva som används som brandskiva. ,"GWP-GHG (A1-A3) för gipsskivor varierar vanligtvis mellan olika tillverkare inom +/- 0,3 kg CO₂e/kg. De genomsnittliga datavärdena är baserade på EPD och marknadsandel för sålda produkter. Produkterna tillverkas i följande länder (i ordning efter marknadsandel); Sverige, Norge, Danmark och Finland.","Gipsskivor är baserade på en blandning på jungfruligt, avfallsgips och återvunnet gips. Densiteten mellan olika tillverkare varierar +/-2 %. Kartongbeläggning har ett typiskt värde på 360 g/m².","Påverkan baseras på en transport med lastbil (1 MJ/ton km), 250 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men betydande import sker från (i relativ ordning): Norge, Finland och Europa.",Livslängden för produkten är normalt lika med livslängden för den konstruktion den är en del av.,Uppgifterna är representativa för tillverkningsprocesser och produkter som för närvarande konsumeras på marknaden. Uppgifterna är giltiga tills nya publiceras,Den specifika skivan är framtagen för att användas som brandskiva och en vanlig tjocklek är 15.5 mm.,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",250,1,,,0,0
6000000017,HVO100,Energi och bränsle,02.06.000,2024-12-20,,,,kg CO₂e/MJ,,0.0164,,,,34.0,MJ/Liter,,EN 15804 A1,19201,Bränsle,"HVO100 köps och förbränns i olika maskiner och fordon, dvs omfattar WtW (Well to Wheel).",Miljödata är representativt för HVO100 som köps i Sverige.,"Klimatpåverkan från HVO är 16,4 g CO₂e/MJ, andelen förnybart är 100 procent (Energimyndigheten Drivmedel 2023).
","Vid beräkningen av växthusgasutsläpp enligt reduktionsplikten utgår man ifrån de standardvärden för de fossila drivmedlen som fastställts i ett tilläggsdirektiv till bränslekvalitetsdirektivet 2015/652/EU och en inblandning av biodiesel. Dessa värden är:
• Bensin 93,3 g CO₂e/MJ
• Diesel 95,1 g CO₂e/MJ
• HVO 6,2 g CO₂e/MJ som biokomponent för reduktionspliktiga drivmedel år 2021 (ER2022:08) ",Inte relevant,Uppgifterna är representativa för HVO100 som köps i Sverige. Om importerad HVO100 används ska andra uppgifter användas.,Inte relevant,Uppgifterna är representativa för år 2023.,"Beräkningsmetoden följer förnybarhetsdirektivet (RED) 2018/2001/EU och i ett tilläggsdirektiv till bränslekvalitetsdirektivet EU 2015/652. Det finns dock en skillnad mellan dessa direktiv, jämfört med de övergripande produktberäkningsreglerna för byggprodukter (EN 15804). Den största skillnaden är att i EN15804 används en ekonomisk allokeringsmetod för processavfall, varför bränslen baserade på denna typ av råvaror skulle resultera i ett högre värde om EN 15804 följdes. Denna skillnad är inte relevant för de LCA-värde som anges här, men kan uppstå om dessa uppgifter ersätts med specifika LCA-data från en tillverkare som följer EG-direktiven.",,,0,0,,,0,0,,,0,0,,,0,0,,,0,0
6000000018,"Gipsskiva, våtrumskiva",Byggskivor,02.06.000,2024-12-12,0.325,0.0243,0.0419,kg CO₂e/kg,0.26,,1.25,1.12,>50 år,760.0,kg/m³,0.0,EN 14190:2014,01212,Gipsskivor vägg,Gipsskivor används vanligtvis som ytmaterial och på denna slags skiva appliceras olika system för att uppnå en tillräcklig fuktsäker konstruktion anpassad för våtrum.,Gipsskivan avser en produkt som används som våtrumsskiva. Våtrumsskivan innehåller olika tillsatser och levereras med antingen avsmalnande kant eller fyrkantig kant.,"GWP-GHG (A1-A3) för gipsskivor varierar vanligtvis mellan olika tillverkare inom +/- 0,3 kg CO₂e/kg. De genomsnittliga datavärdena är baserade på EPD och marknadsandel för sålda produkter. Produkterna tillverkas i följande länder (i ordning efter marknadsandel); Sverige, Norge, Danmark och Finland.","Gipsskivor är baserade på en blandning på jungfruligt, avfallsgips och återvunnet gips. Densiteten mellan olika tillverkare varierar +/-2 %. Kartongbeläggning har ett typiskt värde på 360 g/m².","Påverkan baseras på en transport med lastbil (1 MJ/ton km), 250 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men betydande import sker från (i relativ ordning): Norge, Finland och Europa.",Livslängden för produkten är normalt lika med livslängden för den konstruktion den är en del av.,Uppgifterna är representativa för tillverkningsprocesser och produkter som för närvarande konsumeras på marknaden. Uppgifterna är giltiga tills nya publiceras,Den specifika skivan är framtagen för att användas som våtrumsskiva och en vanlig tjocklek är 12.5 mm.,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",250,1,,,0,0
6000000019,"Gipsskiva, golvskiva",Byggskivor,02.06.000,2024-12-12,0.296,0.0243,0.0385,kg CO₂e/kg,0.237,,1.25,1.12,>50 år,1120.0,kg/m³,0.0,EN 14190:2014,01212,Gipsskivor vägg,"Denna typ av gipsskivor används vanligtvis som ytmaterial i en fuktskyddad miljö inomhus. Skivorna ger också en brandbeständighet. Skivan kan dock inte användas för att stoppa fukt och fukt, men lämpar sig för t.ex. för använd som undergolv under keramiska plattor under torra förhållanden.",Data är representativa för en gipsskivan som används som golvskiva . Golvskivan ger ökad akustisk prestanda på grund av dess massa. ,"GWP-GHG (A1-A3) för gipsskivor varierar vanligtvis mellan olika tillverkare inom +/- 0,3 kg CO₂e/kg. De genomsnittliga datavärdena är baserade på EPD och marknadsandel för sålda produkter. Produkterna tillverkas i följande länder (i ordning efter marknadsandel); Sverige, Norge, Danmark och Finland.","Gipsskivor är baserade på en blandning på jungfruligt, avfallsgips och återvunnet gips. Densiteten varierar mellan 650 och 675 kg/m³. Kartongbeläggning har ett typiskt värde på 360 g/m².","Påverkan baseras på en transport med lastbil (1 MJ/ton km), 250 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men betydande import sker från (i relativ ordning): Norge, Finland och Europa.",Livslängden för produkten är normalt lika med livslängden för den konstruktion den är en del av.,Uppgifterna är representativa för tillverkningsprocesser och produkter som för närvarande konsumeras på marknaden. Uppgifterna är giltiga tills nya publiceras,Den specifika skivan är framtagen för att användas som golvskiva och en vanlig tjocklek är 12.5 mm.,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",250,1,,,0,0
6000000020,"Gipsskiva, standardskiva",Byggskivor,02.06.000,2024-12-12,0.284,0.0243,0.037,kg CO₂e/kg,0.227,,1.25,1.12,>50 år,710.0,kg/m³,0.0,EN 14190:2014,01212,Gipsskivor vägg,"Produkten är särskilt lämplig för beklädnad av innerväggar, tak och skiljeväggar i alla typer av byggnader. Gipsskivor används vanligtvis som ytmaterial i en skyddad miljö från väderpåverkan eller inomhus. ",Data är representativa för en standardgipsskiva som används som generellt inomhus. ,"GWP-GHG (A1-A3) för gipsskivor varierar vanligtvis mellan olika tillverkare inom +/- 0,3 kg CO₂e/kg. De genomsnittliga datavärdena är baserade på EPD och marknadsandel för sålda produkter. Produkterna tillverkas i följande länder (i ordning efter marknadsandel); Sverige, Norge, Danmark och Finland.","Gipsskivor är baserade på en blandning på jungfruligt, avfallsgips och återvunnet gips. Densiteten mellan olika tillverkare varierar +/-2 %. Kartongbeläggning har ett typiskt värde på 360 g/m².","Påverkan baseras på en transport med lastbil (1 MJ/ton km), 250 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men betydande import sker från (i relativ ordning): Norge, Finland och Europa.",Livslängden för produkten är normalt lika med livslängden för den konstruktion den är en del av.,Uppgifterna är representativa för tillverkningsprocesser och produkter som för närvarande konsumeras på marknaden. Uppgifterna är giltiga tills nya publiceras,"Den specifika skivan är utformat för att användas inomhus och en vanlig tjocklek är 12,5 mm.","Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",250,1,,,0,0
6000000021,"Gipsskiva, hårdskiva",Byggskivor,02.06.000,2024-12-12,0.3,0.0243,0.0389,kg CO₂e/kg,0.24,,1.25,1.12,>50 år,930.0,kg/m³,0.0,EN 14190:2014,01212,Gipsskivor vägg,"Denna typ av gipsskivor används vanligtvis i skolor, dagis mm, dvs ytrymme som kräver ökad slagmotståndskrav.","Data är representativ för en hård gipsskiva för krävande applikationer där högre hållfasthet, högre ythårdhet och högre slaghållfasthet krävs.","GWP-GHG (A1-A3) för gipsskivor varierar vanligtvis mellan olika tillverkare inom +/- 0,3 kg CO₂e/kg. De genomsnittliga datavärdena är baserade på EPD och marknadsandel för sålda produkter. Produkterna tillverkas i följande länder (i ordning efter marknadsandel); Sverige, Norge, Danmark och Finland.

GWP-GHG (A1-A3) för gipsskivor varierar vanligtvis mellan olika tillverkare inom +/- 0,3 kg CO₂e/kg. De genomsnittliga datavärdena baseras på EPDer och marknadsandelar från följande länder (i ordning efter marknadsandel); Sverige, Norge och Finland","Gipsskivor är baserade på en blandning på jungfruligt, avfallsgips och återvunnet gips. Densiteten mellan olika tillverkare varierar +/-2 %. Kartongbeläggning har ett typiskt värde på 360 g / m².","Påverkan baseras på en transport med lastbil (1 MJ/ton km), 250 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige domineras av inhemska producenter, men betydande import sker från (i relativ ordning): Norge, Finland och Europa.",Livslängden för produkten är normalt lika med livslängden för den konstruktion den är en del av.,Uppgifterna är representativa för tillverkningsprocesser och produkter som för närvarande konsumeras på marknaden. Uppgifterna är giltiga tills nya publiceras,Den specifika skivan är framtagen för att användas där en hård gipsskiva krävs och en vanlig tjocklek är 12.5 mm.,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",250,1,,,0,0
6000000022,Fibergipsskiva med cellulosafiber,Byggskivor,02.06.000,2024-12-12,0.495,0.0765,0.0686,kg CO₂e/kg,0.396,,1.25,1.12,>50 år,1180.0,kg/m³,0.1,EN 14190:2014,01212,Gipsskivor vägg,"Denna typ av skiva är en multifunktionell gipsfiberskiva som används som ytmaterial i, ytterväggar och allmänt för invändig beklädnad och i ytterväggar och tak. Skivan har egenskaper som hårdgipsskiva och brandmotstånd liknande en brandgipsskiva. Skivan har inget ytmaterial.","Data är representativa för en fibergipsskivan typ hård gipsskiva för krävande applikationer där högre hållfasthet, högre ythårdhet och högre slaghållfasthet krävs.",LCA-data A1-3 från de specifika producenternas miljödeklarationer (EPD) har använts som källa och omberäkningar har gjorts för att beräkna GWP-GHG när den rapporterade GWP inkluderar biogent kol som lagras i produkten eller när användningen av produktionsavfall/biprodukter är satt till noll. De genomsnittliga datavärdena är baserade på EPD och marknadsandel för sålda produkter. Produkterna tillverkas i följande länder (i ordning efter marknadsandel); Tyskland (och Spanien).,"Gipsskivor är baserade på en blandning på jungfruligt, avfallsgips och återvunnet gips. Densiteten mellan olika tillverkare varierar +/-2 %.","Påverkan baseras på en transport med lastbil (1 MJ/ton km), 1000 km och 40 km lastbil (1,5 MJ/ton km). Svensk dieselmix används.",Konsumtionen i Sverige sker genom import från främst Tyskland.,Livslängden för produkten är normalt lika med livslängden för den konstruktion den är en del av.,Uppgifterna är representativa för tillverkningsprocesser och produkter som för närvarande konsumeras på marknaden. Uppgifterna är giltiga tills nya publiceras,"Den specifika skivan är framtagen för att användas där en hård gipsskiva krävs eller om man vill reducera antalet skivor i en vägg. Vanliga tjocklekar är  10, 12.5, 15 and 18 mm med en vikt på cirka 12, 15, 18 and 22 kg/m². För att uppnå en hård skiva finns andra fiberförstärkta skivor där glasfiber används samt tillsatser av polymerer eller man kombinerar en träskiva (ex. OSB) med en standardgips. Brandskydd kan uppnås med andra skivor eller fler lager av samma skiva.","Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",1000,1,,,0,0
6000000023,Plywood,Byggskivor,02.06.000,2024-12-12,0.448,0.0417,0.0489,kg CO₂e/kg,0.358,,1.25,1.1,>50 år,460.0,kg/m³,0.4,EN 636:2012+A1:2015,01206,Byggplywood,Plywood används vanligtvis som ytmaterial i en skyddad miljö från väderexponering eller inomhus. Plywood förekommer som oklassad byggplywood och som klassad konstruktionsplywood. Konstruktionsplywood används exempelvis bakom gipsskivor i vanliga regelväggar för att man ska kunna skruva upp tyngre saker på den färdiga väggen. Konstruktionsplywood tillverkas i två olika klasser 15/50 och 20/70 (böjhållfasthet i MPa/e-modul i MPa).,Data är representativa för en plywood som består av tunna fanerar av trä vilka lagts i kors och limmats samt värmebehandlat och pressats under högt tryck. Detta ger en formstabil och hållfast skiva.,"GWP (A1-A3) för träbaserade skivor kan variera stort mellan olika producenter. För att uppnå ett jämförbart resultat dras det biogena kol av som lagras i produkten, så att klimatpåverkan redovisas som GWP-GHG. Även efter detta kan det vara betydande skillnader mellan tillverkare som utan tillgång till underliggande LCA- rapport är svår att förklara. En skillnad kan vara vilken miljöpåverkan som allokerats på träråvaran. För plywood har på så sätt klimatpåverkan korrigerats för en producent (dvs minskats). Skillnaden mellan olika tillverkare är mindre än 10 % efter justeringar som gjorts här.",Data gäller för plywood av gran eller furu och med omkring 10% lim. Densiteten mellan olika tillverkare varierar +/-5 %.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 400 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Konsumtionen i Sverige täcks delvis av inhemsk produktion, men betydande import sker från främst Finland och övriga närliggande länder.",Livslängden för produkten är normalt lika med livslängden för den konstruktion den är en del av.,Uppgifterna är representativa för tillverkningsprocesser och produkter som för närvarande konsumeras på marknaden. Uppgifterna är giltiga tills nya publiceras,Den specifika skivan är utformat för att användas inomhus och en vanlig tjocklek är 12 mm.,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",500,1,,,0,0
